,pos,row,col,grid_area,geometry
50,9_26,9,26,1000000.0,"POLYGON ((-1647327.704565505 513097.5045573001, -1646327.704565505 513097.5045573004, -1646327.704565505 512097.5045573001, -1647327.704565504 512097.5045573007, -1647327.704565505 513097.5045573001))"
51,5_26,5,26,1000000.0,"POLYGON ((-1651327.704565506 513097.5045573012, -1650327.704565504 513097.5045573004, -1650327.704565505 512097.5045572991, -1651327.704565505 512097.5045573001, -1651327.704565506 513097.5045573012))"
52,11_26,11,26,1000000.0,"POLYGON ((-1645327.704565505 513097.5045573013, -1644327.704565505 513097.5045573003, -1644327.704565505 512097.5045573001, -1645327.704565505 512097.5045573001, -1645327.704565505 513097.5045573013))"
53,1_26,1,26,1000000.0,"POLYGON ((-1655327.704565504 513097.5045572995, -1654327.704565505 513097.5045573003, -1654327.704565506 512097.5045573006, -1655327.704565505 512097.5045572992, -1655327.704565504 513097.5045572995))"
54,10_26,10,26,1000000.0,"POLYGON ((-1646327.704565505 513097.5045573004, -1645327.704565505 513097.5045573013, -1645327.704565505 512097.5045573001, -1646327.704565505 512097.5045573001, -1646327.704565505 513097.5045573004))"
55,2_26,2,26,1000000.0,"POLYGON ((-1654327.704565505 513097.5045573003, -1653327.704565504 513097.5045573003, -1653327.704565506 512097.5045573018, -1654327.704565506 512097.5045573006, -1654327.704565505 513097.5045573003))"
56,3_26,3,26,1000000.0,"POLYGON ((-1653327.704565504 513097.5045573003, -1652327.704565505 513097.5045573011, -1652327.704565504 512097.5045573003, -1653327.704565506 512097.5045573018, -1653327.704565504 513097.5045573003))"
57,7_27,7,27,1000000.0,"POLYGON ((-1649327.704565505 512097.5045573, -1648327.704565505 512097.5045573002, -1648327.704565505 511097.5045573007, -1649327.704565505 511097.504557301, -1649327.704565505 512097.5045573))"
58,2_27,2,27,1000000.0,"POLYGON ((-1654327.704565506 512097.5045573006, -1653327.704565506 512097.5045573018, -1653327.704565506 511097.5045573019, -1654327.704565504 511097.5045573005, -1654327.704565506 512097.5045573006))"
59,1_27,1,27,1000000.0,"POLYGON ((-1655327.704565505 512097.5045572992, -1654327.704565506 512097.5045573006, -1654327.704565504 511097.5045573005, -1655327.704565505 511097.5045572997, -1655327.704565505 512097.5045572992))"
60,7_26,7,26,1000000.0,"POLYGON ((-1649327.704565506 513097.5045573019, -1648327.704565505 513097.5045573005, -1648327.704565505 512097.5045573002, -1649327.704565505 512097.5045573, -1649327.704565506 513097.5045573019))"
61,4_26,4,26,1000000.0,"POLYGON ((-1652327.704565505 513097.5045573011, -1651327.704565506 513097.5045573012, -1651327.704565505 512097.5045573001, -1652327.704565504 512097.5045573003, -1652327.704565505 513097.5045573011))"
62,8_26,8,26,1000000.0,"POLYGON ((-1648327.704565505 513097.5045573005, -1647327.704565505 513097.5045573001, -1647327.704565504 512097.5045573007, -1648327.704565505 512097.5045573002, -1648327.704565505 513097.5045573005))"
63,2_22,2,22,1000000.0,"POLYGON ((-1654327.704565505 517097.5045573002, -1653327.704565504 517097.5045573002, -1653327.704565504 516097.5045573003, -1654327.704565505 516097.5045573001, -1654327.704565505 517097.5045573002))"
64,4_22,4,22,1000000.0,"POLYGON ((-1652327.704565506 517097.5045573007, -1651327.704565506 517097.5045573009, -1651327.704565505 516097.5045573011, -1652327.704565504 516097.5045573002, -1652327.704565506 517097.5045573007))"
65,11_22,11,22,1000000.0,"POLYGON ((-1645327.704565505 517097.5045573002, -1644327.704565504 517097.5045573002, -1644327.704565505 516097.5045573008, -1645327.704565505 516097.5045573005, -1645327.704565505 517097.5045573002))"
66,8_22,8,22,1000000.0,"POLYGON ((-1648327.704565505 517097.5045572999, -1647327.704565506 517097.5045573004, -1647327.704565505 516097.5045573008, -1648327.704565506 516097.5045573005, -1648327.704565505 517097.5045572999))"
67,9_22,9,22,1000000.0,"POLYGON ((-1647327.704565506 517097.5045573004, -1646327.704565504 517097.5045572997, -1646327.704565505 516097.5045573008, -1647327.704565505 516097.5045573008, -1647327.704565506 517097.5045573004))"
68,3_22,3,22,1000000.0,"POLYGON ((-1653327.704565504 517097.5045573002, -1652327.704565506 517097.5045573007, -1652327.704565504 516097.5045573002, -1653327.704565504 516097.5045573003, -1653327.704565504 517097.5045573002))"
69,10_22,10,22,1000000.0,"POLYGON ((-1646327.704565504 517097.5045572997, -1645327.704565505 517097.5045573002, -1645327.704565505 516097.5045573005, -1646327.704565505 516097.5045573008, -1646327.704565504 517097.5045572997))"
70,5_22,5,22,1000000.0,"POLYGON ((-1651327.704565506 517097.5045573009, -1650327.704565505 517097.5045573016, -1650327.704565505 516097.5045573022, -1651327.704565505 516097.5045573011, -1651327.704565506 517097.5045573009))"
71,12_22,12,22,1000000.0,"POLYGON ((-1644327.704565504 517097.5045573002, -1643327.704565505 517097.5045573001, -1643327.704565504 516097.5045573003, -1644327.704565505 516097.5045573008, -1644327.704565504 517097.5045573002))"
72,2_20,2,20,1000000.0,"POLYGON ((-1654327.704565505 519097.5045573005, -1653327.704565504 519097.5045572994, -1653327.704565505 518097.5045573009, -1654327.704565505 518097.5045573007, -1654327.704565505 519097.5045573005))"
73,9_20,9,20,1000000.0,"POLYGON ((-1647327.704565505 519097.5045572997, -1646327.704565505 519097.5045573007, -1646327.704565505 518097.5045573012, -1647327.704565505 518097.5045573003, -1647327.704565505 519097.5045572997))"
74,10_20,10,20,1000000.0,"POLYGON ((-1646327.704565505 519097.5045573007, -1645327.704565505 519097.5045573006, -1645327.704565504 518097.5045573005, -1646327.704565505 518097.5045573012, -1646327.704565505 519097.5045573007))"
75,4_20,4,20,1000000.0,"POLYGON ((-1652327.704565505 519097.5045573006, -1651327.704565505 519097.5045573006, -1651327.704565504 518097.5045573005, -1652327.704565505 518097.5045573012, -1652327.704565505 519097.5045573006))"
76,5_20,5,20,1000000.0,"POLYGON ((-1651327.704565505 519097.5045573006, -1650327.704565505 519097.5045573003, -1650327.704565505 518097.5045573017, -1651327.704565504 518097.5045573005, -1651327.704565505 519097.5045573006))"
77,3_20,3,20,1000000.0,"POLYGON ((-1653327.704565504 519097.5045572994, -1652327.704565505 519097.5045573006, -1652327.704565505 518097.5045573012, -1653327.704565505 518097.5045573009, -1653327.704565504 519097.5045572994))"
78,10_21,10,21,1000000.0,"POLYGON ((-1646327.704565505 518097.5045573012, -1645327.704565504 518097.5045573005, -1645327.704565505 517097.5045573002, -1646327.704565504 517097.5045572997, -1646327.704565505 518097.5045573012))"
79,8_21,8,21,1000000.0,"POLYGON ((-1648327.704565505 518097.5045573012, -1647327.704565505 518097.5045573003, -1647327.704565506 517097.5045573004, -1648327.704565505 517097.5045572999, -1648327.704565505 518097.5045573012))"
80,8_20,8,20,1000000.0,"POLYGON ((-1648327.704565506 519097.5045573013, -1647327.704565505 519097.5045572997, -1647327.704565505 518097.5045573003, -1648327.704565505 518097.5045573012, -1648327.704565506 519097.5045573013))"
81,7_21,7,21,1000000.0,"POLYGON ((-1649327.704565504 518097.5045573004, -1648327.704565505 518097.5045573012, -1648327.704565505 517097.5045572999, -1649327.704565505 517097.5045573011, -1649327.704565504 518097.5045573004))"
82,7_20,7,20,1000000.0,"POLYGON ((-1649327.704565505 519097.5045572994, -1648327.704565506 519097.5045573013, -1648327.704565505 518097.5045573012, -1649327.704565504 518097.5045573004, -1649327.704565505 519097.5045572994))"
83,5_21,5,21,1000000.0,"POLYGON ((-1651327.704565504 518097.5045573005, -1650327.704565505 518097.5045573017, -1650327.704565505 517097.5045573016, -1651327.704565506 517097.5045573009, -1651327.704565504 518097.5045573005))"
84,3_21,3,21,1000000.0,"POLYGON ((-1653327.704565505 518097.5045573009, -1652327.704565505 518097.5045573012, -1652327.704565506 517097.5045573007, -1653327.704565504 517097.5045573002, -1653327.704565505 518097.5045573009))"
85,2_21,2,21,1000000.0,"POLYGON ((-1654327.704565505 518097.5045573007, -1653327.704565505 518097.5045573009, -1653327.704565504 517097.5045573002, -1654327.704565505 517097.5045573002, -1654327.704565505 518097.5045573007))"
86,12_21,12,21,1000000.0,"POLYGON ((-1644327.704565504 518097.5045572998, -1643327.704565504 518097.5045572997, -1643327.704565505 517097.5045573001, -1644327.704565504 517097.5045573002, -1644327.704565504 518097.5045572998))"
87,12_20,12,20,1000000.0,"POLYGON ((-1644327.704565506 519097.5045573004, -1643327.704565505 519097.5045572993, -1643327.704565504 518097.5045572997, -1644327.704565504 518097.5045572998, -1644327.704565506 519097.5045573004))"
88,11_21,11,21,1000000.0,"POLYGON ((-1645327.704565504 518097.5045573005, -1644327.704565504 518097.5045572998, -1644327.704565504 517097.5045573002, -1645327.704565505 517097.5045573002, -1645327.704565504 518097.5045573005))"
89,11_20,11,20,1000000.0,"POLYGON ((-1645327.704565505 519097.5045573006, -1644327.704565506 519097.5045573004, -1644327.704565504 518097.5045572998, -1645327.704565504 518097.5045573005, -1645327.704565505 519097.5045573006))"
90,1_20,1,20,1000000.0,"POLYGON ((-1655327.704565505 519097.5045573013, -1654327.704565505 519097.5045573005, -1654327.704565505 518097.5045573007, -1655327.704565505 518097.5045572998, -1655327.704565505 519097.5045573013))"
91,4_21,4,21,1000000.0,"POLYGON ((-1652327.704565505 518097.5045573012, -1651327.704565504 518097.5045573005, -1651327.704565506 517097.5045573009, -1652327.704565506 517097.5045573007, -1652327.704565505 518097.5045573012))"
92,9_21,9,21,1000000.0,"POLYGON ((-1647327.704565505 518097.5045573003, -1646327.704565505 518097.5045573012, -1646327.704565504 517097.5045572997, -1647327.704565506 517097.5045573004, -1647327.704565505 518097.5045573003))"
93,6_21,6,21,1000000.0,"POLYGON ((-1650327.704565505 518097.5045573017, -1649327.704565504 518097.5045573004, -1649327.704565505 517097.5045573011, -1650327.704565505 517097.5045573016, -1650327.704565505 518097.5045573017))"
94,6_20,6,20,1000000.0,"POLYGON ((-1650327.704565505 519097.5045573003, -1649327.704565505 519097.5045572994, -1649327.704565504 518097.5045573004, -1650327.704565505 518097.5045573017, -1650327.704565505 519097.5045573003))"
95,7_19,7,19,1000000.0,"POLYGON ((-1649327.704565505 520097.5045573012, -1648327.704565505 520097.5045572999, -1648327.704565506 519097.5045573013, -1649327.704565505 519097.5045572994, -1649327.704565505 520097.5045573012))"
96,8_19,8,19,1000000.0,"POLYGON ((-1648327.704565505 520097.5045572999, -1647327.704565505 520097.5045572997, -1647327.704565505 519097.5045572997, -1648327.704565506 519097.5045573013, -1648327.704565505 520097.5045572999))"
97,8_18,8,18,1000000.0,"POLYGON ((-1648327.704565505 521097.5045572997, -1647327.704565505 521097.5045572995, -1647327.704565505 520097.5045572997, -1648327.704565505 520097.5045572999, -1648327.704565505 521097.5045572997))"
98,9_19,9,19,1000000.0,"POLYGON ((-1647327.704565505 520097.5045572997, -1646327.704565504 520097.5045572994, -1646327.704565505 519097.5045573007, -1647327.704565505 519097.5045572997, -1647327.704565505 520097.5045572997))"
99,5_19,5,19,1000000.0,"POLYGON ((-1651327.704565505 520097.5045572995, -1650327.704565506 520097.5045573004, -1650327.704565505 519097.5045573003, -1651327.704565505 519097.5045573006, -1651327.704565505 520097.5045572995))"
100,1_19,1,19,1000000.0,"POLYGON ((-1655327.704565504 520097.5045573002, -1654327.704565505 520097.5045573008, -1654327.704565505 519097.5045573005, -1655327.704565505 519097.5045573013, -1655327.704565504 520097.5045573002))"
101,11_19,11,19,1000000.0,"POLYGON ((-1645327.704565506 520097.5045573012, -1644327.704565505 520097.5045573002, -1644327.704565506 519097.5045573004, -1645327.704565505 519097.5045573006, -1645327.704565506 520097.5045573012))"
102,12_19,12,19,1000000.0,"POLYGON ((-1644327.704565505 520097.5045573002, -1643327.704565505 520097.5045573, -1643327.704565505 519097.5045572993, -1644327.704565506 519097.5045573004, -1644327.704565505 520097.5045573002))"
103,4_19,4,19,1000000.0,"POLYGON ((-1652327.704565506 520097.5045573006, -1651327.704565505 520097.5045572995, -1651327.704565505 519097.5045573006, -1652327.704565505 519097.5045573006, -1652327.704565506 520097.5045573006))"
104,2_19,2,19,1000000.0,"POLYGON ((-1654327.704565505 520097.5045573008, -1653327.704565505 520097.5045573002, -1653327.704565504 519097.5045572994, -1654327.704565505 519097.5045573005, -1654327.704565505 520097.5045573008))"
105,6_19,6,19,1000000.0,"POLYGON ((-1650327.704565506 520097.5045573004, -1649327.704565505 520097.5045573012, -1649327.704565505 519097.5045572994, -1650327.704565505 519097.5045573003, -1650327.704565506 520097.5045573004))"
106,3_19,3,19,1000000.0,"POLYGON ((-1653327.704565505 520097.5045573002, -1652327.704565506 520097.5045573006, -1652327.704565505 519097.5045573006, -1653327.704565504 519097.5045572994, -1653327.704565505 520097.5045573002))"
107,10_19,10,19,1000000.0,"POLYGON ((-1646327.704565504 520097.5045572994, -1645327.704565506 520097.5045573012, -1645327.704565505 519097.5045573006, -1646327.704565505 519097.5045573007, -1646327.704565504 520097.5045572994))"
108,13_19,13,19,1000000.0,"POLYGON ((-1643327.704565505 520097.5045573, -1642327.704565504 520097.5045572998, -1642327.704565505 519097.5045573008, -1643327.704565505 519097.5045572993, -1643327.704565505 520097.5045573))"
109,2_18,2,18,1000000.0,"POLYGON ((-1654327.704565506 521097.5045573001, -1653327.704565504 521097.5045573003, -1653327.704565505 520097.5045573002, -1654327.704565505 520097.5045573008, -1654327.704565506 521097.5045573001))"
110,10_18,10,18,1000000.0,"POLYGON ((-1646327.704565505 521097.5045573005, -1645327.704565505 521097.5045572995, -1645327.704565506 520097.5045573012, -1646327.704565504 520097.5045572994, -1646327.704565505 521097.5045573005))"
111,9_18,9,18,1000000.0,"POLYGON ((-1647327.704565505 521097.5045572995, -1646327.704565505 521097.5045573005, -1646327.704565504 520097.5045572994, -1647327.704565505 520097.5045572997, -1647327.704565505 521097.5045572995))"
112,3_18,3,18,1000000.0,"POLYGON ((-1653327.704565504 521097.5045573003, -1652327.704565505 521097.5045573009, -1652327.704565506 520097.5045573006, -1653327.704565505 520097.5045573002, -1653327.704565504 521097.5045573003))"
113,7_18,7,18,1000000.0,"POLYGON ((-1649327.704565504 521097.5045573001, -1648327.704565505 521097.5045572997, -1648327.704565505 520097.5045572999, -1649327.704565505 520097.5045573012, -1649327.704565504 521097.5045573001))"
114,12_18,12,18,1000000.0,"POLYGON ((-1644327.704565506 521097.5045573003, -1643327.704565505 521097.5045573009, -1643327.704565505 520097.5045573, -1644327.704565505 520097.5045573002, -1644327.704565506 521097.5045573003))"
115,6_18,6,18,1000000.0,"POLYGON ((-1650327.704565506 521097.5045573009, -1649327.704565504 521097.5045573001, -1649327.704565505 520097.5045573012, -1650327.704565506 520097.5045573004, -1650327.704565506 521097.5045573009))"
116,13_18,13,18,1000000.0,"POLYGON ((-1643327.704565505 521097.5045573009, -1642327.704565506 521097.5045573011, -1642327.704565504 520097.5045572998, -1643327.704565505 520097.5045573, -1643327.704565505 521097.5045573009))"
117,11_18,11,18,1000000.0,"POLYGON ((-1645327.704565505 521097.5045572995, -1644327.704565506 521097.5045573003, -1644327.704565505 520097.5045573002, -1645327.704565506 520097.5045573012, -1645327.704565505 521097.5045572995))"
118,5_18,5,18,1000000.0,"POLYGON ((-1651327.704565505 521097.5045572998, -1650327.704565506 521097.5045573009, -1650327.704565506 520097.5045573004, -1651327.704565505 520097.5045572995, -1651327.704565505 521097.5045572998))"
119,4_18,4,18,1000000.0,"POLYGON ((-1652327.704565505 521097.5045573009, -1651327.704565505 521097.5045572998, -1651327.704565505 520097.5045572995, -1652327.704565506 520097.5045573006, -1652327.704565505 521097.5045573009))"
120,1_18,1,18,1000000.0,"POLYGON ((-1655327.704565504 521097.5045573009, -1654327.704565506 521097.5045573001, -1654327.704565505 520097.5045573008, -1655327.704565504 520097.5045573002, -1655327.704565504 521097.5045573009))"
121,1_22,1,22,1000000.0,"POLYGON ((-1655327.704565504 517097.5045573002, -1654327.704565505 517097.5045573002, -1654327.704565505 516097.5045573001, -1655327.704565504 516097.5045573003, -1655327.704565504 517097.5045573002))"
122,6_22,6,22,1000000.0,"POLYGON ((-1650327.704565505 517097.5045573016, -1649327.704565505 517097.5045573011, -1649327.704565505 516097.5045573013, -1650327.704565505 516097.5045573022, -1650327.704565505 517097.5045573016))"
123,7_22,7,22,1000000.0,"POLYGON ((-1649327.704565505 517097.5045573011, -1648327.704565505 517097.5045572999, -1648327.704565506 516097.5045573005, -1649327.704565505 516097.5045573013, -1649327.704565505 517097.5045573011))"
124,1_21,1,21,1000000.0,"POLYGON ((-1655327.704565505 518097.5045572998, -1654327.704565505 518097.5045573007, -1654327.704565505 517097.5045573002, -1655327.704565504 517097.5045573002, -1655327.704565505 518097.5045572998))"
