,pos,row,col,grid_area,geometry
125,13_22,13,22,1000000.0,"POLYGON ((-1643327.704565505 517097.5045573001, -1642327.704565504 517097.5045573004, -1642327.704565505 516097.5045572996, -1643327.704565504 516097.5045573003, -1643327.704565505 517097.5045573001))"
126,13_21,13,21,1000000.0,"POLYGON ((-1643327.704565504 518097.5045572997, -1642327.704565504 518097.5045572991, -1642327.704565504 517097.5045573004, -1643327.704565505 517097.5045573001, -1643327.704565504 518097.5045572997))"
127,9_16,9,16,1000000.0,"POLYGON ((-1647327.704565505 523097.5045572997, -1646327.704565505 523097.5045573005, -1646327.704565505 522097.5045573008, -1647327.704565505 522097.5045573004, -1647327.704565505 523097.5045572997))"
128,8_16,8,16,1000000.0,"POLYGON ((-1648327.704565506 523097.5045573015, -1647327.704565505 523097.5045572997, -1647327.704565505 522097.5045573004, -1648327.704565504 522097.5045573008, -1648327.704565506 523097.5045573015))"
129,10_17,10,17,1000000.0,"POLYGON ((-1646327.704565505 522097.5045573008, -1645327.704565505 522097.5045573009, -1645327.704565505 521097.5045572995, -1646327.704565505 521097.5045573005, -1646327.704565505 522097.5045573008))"
130,10_16,10,16,1000000.0,"POLYGON ((-1646327.704565505 523097.5045573005, -1645327.704565505 523097.5045573, -1645327.704565505 522097.5045573009, -1646327.704565505 522097.5045573008, -1646327.704565505 523097.5045573005))"
131,4_17,4,17,1000000.0,"POLYGON ((-1652327.704565505 522097.5045573009, -1651327.704565504 522097.5045572997, -1651327.704565505 521097.5045572998, -1652327.704565505 521097.5045573009, -1652327.704565505 522097.5045573009))"
132,9_17,9,17,1000000.0,"POLYGON ((-1647327.704565505 522097.5045573004, -1646327.704565505 522097.5045573008, -1646327.704565505 521097.5045573005, -1647327.704565505 521097.5045572995, -1647327.704565505 522097.5045573004))"
133,5_17,5,17,1000000.0,"POLYGON ((-1651327.704565504 522097.5045572997, -1650327.704565505 522097.5045573002, -1650327.704565506 521097.5045573009, -1651327.704565505 521097.5045572998, -1651327.704565504 522097.5045572997))"
134,5_16,5,16,1000000.0,"POLYGON ((-1651327.704565506 523097.5045573003, -1650327.704565505 523097.5045572998, -1650327.704565505 522097.5045573002, -1651327.704565504 522097.5045572997, -1651327.704565506 523097.5045573003))"
135,7_17,7,17,1000000.0,"POLYGON ((-1649327.704565505 522097.5045573006, -1648327.704565504 522097.5045573008, -1648327.704565505 521097.5045572997, -1649327.704565504 521097.5045573001, -1649327.704565505 522097.5045573006))"
136,7_16,7,16,1000000.0,"POLYGON ((-1649327.704565504 523097.5045573003, -1648327.704565506 523097.5045573015, -1648327.704565504 522097.5045573008, -1649327.704565505 522097.5045573006, -1649327.704565504 523097.5045573003))"
137,8_17,8,17,1000000.0,"POLYGON ((-1648327.704565504 522097.5045573008, -1647327.704565505 522097.5045573004, -1647327.704565505 521097.5045572995, -1648327.704565505 521097.5045572997, -1648327.704565504 522097.5045573008))"
138,3_17,3,17,1000000.0,"POLYGON ((-1653327.704565505 522097.5045573004, -1652327.704565505 522097.5045573009, -1652327.704565505 521097.5045573009, -1653327.704565504 521097.5045573003, -1653327.704565505 522097.5045573004))"
139,3_16,3,16,1000000.0,"POLYGON ((-1653327.704565504 523097.5045572994, -1652327.704565506 523097.504557301, -1652327.704565505 522097.5045573009, -1653327.704565505 522097.5045573004, -1653327.704565504 523097.5045572994))"
140,14_17,14,17,1000000.0,"POLYGON ((-1642327.704565506 522097.5045573002, -1641327.704565505 522097.5045573016, -1641327.704565505 521097.5045573, -1642327.704565506 521097.5045573011, -1642327.704565506 522097.5045573002))"
141,14_16,14,16,1000000.0,"POLYGON ((-1642327.704565504 523097.5045573008, -1641327.704565505 523097.5045573, -1641327.704565505 522097.5045573016, -1642327.704565506 522097.5045573002, -1642327.704565504 523097.5045573008))"
142,13_17,13,17,1000000.0,"POLYGON ((-1643327.704565506 522097.5045573011, -1642327.704565506 522097.5045573002, -1642327.704565506 521097.5045573011, -1643327.704565505 521097.5045573009, -1643327.704565506 522097.5045573011))"
143,12_17,12,17,1000000.0,"POLYGON ((-1644327.704565504 522097.5045573004, -1643327.704565506 522097.5045573011, -1643327.704565505 521097.5045573009, -1644327.704565506 521097.5045573003, -1644327.704565504 522097.5045573004))"
144,11_17,11,17,1000000.0,"POLYGON ((-1645327.704565505 522097.5045573009, -1644327.704565504 522097.5045573004, -1644327.704565506 521097.5045573003, -1645327.704565505 521097.5045572995, -1645327.704565505 522097.5045573009))"
145,11_16,11,16,1000000.0,"POLYGON ((-1645327.704565505 523097.5045573, -1644327.704565505 523097.5045573, -1644327.704565504 522097.5045573004, -1645327.704565505 522097.5045573009, -1645327.704565505 523097.5045573))"
146,13_16,13,16,1000000.0,"POLYGON ((-1643327.704565505 523097.5045573007, -1642327.704565504 523097.5045573008, -1642327.704565506 522097.5045573002, -1643327.704565506 522097.5045573011, -1643327.704565505 523097.5045573007))"
147,12_16,12,16,1000000.0,"POLYGON ((-1644327.704565505 523097.5045573, -1643327.704565505 523097.5045573007, -1643327.704565506 522097.5045573011, -1644327.704565504 522097.5045573004, -1644327.704565505 523097.5045573))"
148,4_16,4,16,1000000.0,"POLYGON ((-1652327.704565506 523097.504557301, -1651327.704565506 523097.5045573003, -1651327.704565504 522097.5045572997, -1652327.704565505 522097.5045573009, -1652327.704565506 523097.504557301))"
149,7_14,7,14,1000000.0,"POLYGON ((-1649327.704565505 525097.5045573007, -1648327.704565505 525097.5045572991, -1648327.704565505 524097.5045573007, -1649327.704565505 524097.5045573008, -1649327.704565505 525097.5045573007))"
150,13_14,13,14,1000000.0,"POLYGON ((-1643327.704565504 525097.5045573002, -1642327.704565505 525097.5045573009, -1642327.704565506 524097.5045573001, -1643327.704565506 524097.5045573018, -1643327.704565504 525097.5045573002))"
151,12_14,12,14,1000000.0,"POLYGON ((-1644327.704565504 525097.5045573008, -1643327.704565504 525097.5045573002, -1643327.704565506 524097.5045573018, -1644327.704565505 524097.5045573008, -1644327.704565504 525097.5045573008))"
152,10_14,10,14,1000000.0,"POLYGON ((-1646327.704565506 525097.5045572998, -1645327.704565505 525097.5045573011, -1645327.704565506 524097.5045572996, -1646327.704565505 524097.5045572997, -1646327.704565506 525097.5045572998))"
153,6_14,6,14,1000000.0,"POLYGON ((-1650327.704565506 525097.5045572999, -1649327.704565505 525097.5045573007, -1649327.704565505 524097.5045573008, -1650327.704565506 524097.5045573012, -1650327.704565506 525097.5045572999))"
154,6_13,6,13,1000000.0,"POLYGON ((-1650327.704565505 526097.5045573013, -1649327.704565505 526097.5045573018, -1649327.704565505 525097.5045573007, -1650327.704565506 525097.5045572999, -1650327.704565505 526097.5045573013))"
155,13_13,13,13,1000000.0,"POLYGON ((-1643327.704565505 526097.5045573008, -1642327.704565504 526097.5045572997, -1642327.704565505 525097.5045573009, -1643327.704565504 525097.5045573002, -1643327.704565505 526097.5045573008))"
156,15_14,15,14,1000000.0,"POLYGON ((-1641327.704565505 525097.5045572999, -1640327.704565505 525097.5045572994, -1640327.704565506 524097.5045573009, -1641327.704565506 524097.5045573001, -1641327.704565505 525097.5045572999))"
157,15_13,15,13,1000000.0,"POLYGON ((-1641327.704565506 526097.5045573002, -1640327.704565505 526097.5045573004, -1640327.704565505 525097.5045572994, -1641327.704565505 525097.5045572999, -1641327.704565506 526097.5045573002))"
158,12_13,12,13,1000000.0,"POLYGON ((-1644327.704565505 526097.5045572997, -1643327.704565505 526097.5045573008, -1643327.704565504 525097.5045573002, -1644327.704565504 525097.5045573008, -1644327.704565505 526097.5045572997))"
159,10_13,10,13,1000000.0,"POLYGON ((-1646327.704565505 526097.5045572993, -1645327.704565504 526097.5045573001, -1645327.704565505 525097.5045573011, -1646327.704565506 525097.5045572998, -1646327.704565505 526097.5045572993))"
160,8_14,8,14,1000000.0,"POLYGON ((-1648327.704565505 525097.5045572991, -1647327.704565504 525097.5045573013, -1647327.704565505 524097.5045572995, -1648327.704565505 524097.5045573007, -1648327.704565505 525097.5045572991))"
161,8_13,8,13,1000000.0,"POLYGON ((-1648327.704565505 526097.5045573014, -1647327.704565505 526097.5045573012, -1647327.704565504 525097.5045573013, -1648327.704565505 525097.5045572991, -1648327.704565505 526097.5045573014))"
162,7_13,7,13,1000000.0,"POLYGON ((-1649327.704565505 526097.5045573018, -1648327.704565505 526097.5045573014, -1648327.704565505 525097.5045572991, -1649327.704565505 525097.5045573007, -1649327.704565505 526097.5045573018))"
163,14_14,14,14,1000000.0,"POLYGON ((-1642327.704565505 525097.5045573009, -1641327.704565505 525097.5045572999, -1641327.704565506 524097.5045573001, -1642327.704565506 524097.5045573001, -1642327.704565505 525097.5045573009))"
164,14_13,14,13,1000000.0,"POLYGON ((-1642327.704565504 526097.5045572997, -1641327.704565506 526097.5045573002, -1641327.704565505 525097.5045572999, -1642327.704565505 525097.5045573009, -1642327.704565504 526097.5045572997))"
165,9_14,9,14,1000000.0,"POLYGON ((-1647327.704565504 525097.5045573013, -1646327.704565506 525097.5045572998, -1646327.704565505 524097.5045572997, -1647327.704565505 524097.5045572995, -1647327.704565504 525097.5045573013))"
166,9_13,9,13,1000000.0,"POLYGON ((-1647327.704565505 526097.5045573012, -1646327.704565505 526097.5045572993, -1646327.704565506 525097.5045572998, -1647327.704565504 525097.5045573013, -1647327.704565505 526097.5045573012))"
167,11_14,11,14,1000000.0,"POLYGON ((-1645327.704565505 525097.5045573011, -1644327.704565504 525097.5045573008, -1644327.704565505 524097.5045573008, -1645327.704565506 524097.5045572996, -1645327.704565505 525097.5045573011))"
168,11_13,11,13,1000000.0,"POLYGON ((-1645327.704565504 526097.5045573001, -1644327.704565505 526097.5045572997, -1644327.704565504 525097.5045573008, -1645327.704565505 525097.5045573011, -1645327.704565504 526097.5045573001))"
169,6_15,6,15,1000000.0,"POLYGON ((-1650327.704565506 524097.5045573012, -1649327.704565505 524097.5045573008, -1649327.704565504 523097.5045573003, -1650327.704565505 523097.5045572998, -1650327.704565506 524097.5045573012))"
170,8_15,8,15,1000000.0,"POLYGON ((-1648327.704565505 524097.5045573007, -1647327.704565505 524097.5045572995, -1647327.704565505 523097.5045572997, -1648327.704565506 523097.5045573015, -1648327.704565505 524097.5045573007))"
171,7_15,7,15,1000000.0,"POLYGON ((-1649327.704565505 524097.5045573008, -1648327.704565505 524097.5045573007, -1648327.704565506 523097.5045573015, -1649327.704565504 523097.5045573003, -1649327.704565505 524097.5045573008))"
172,12_15,12,15,1000000.0,"POLYGON ((-1644327.704565505 524097.5045573008, -1643327.704565506 524097.5045573018, -1643327.704565505 523097.5045573007, -1644327.704565505 523097.5045573, -1644327.704565505 524097.5045573008))"
173,13_15,13,15,1000000.0,"POLYGON ((-1643327.704565506 524097.5045573018, -1642327.704565506 524097.5045573001, -1642327.704565504 523097.5045573008, -1643327.704565505 523097.5045573007, -1643327.704565506 524097.5045573018))"
174,14_15,14,15,1000000.0,"POLYGON ((-1642327.704565506 524097.5045573001, -1641327.704565506 524097.5045573001, -1641327.704565505 523097.5045573, -1642327.704565504 523097.5045573008, -1642327.704565506 524097.5045573001))"
175,11_15,11,15,1000000.0,"POLYGON ((-1645327.704565506 524097.5045572996, -1644327.704565505 524097.5045573008, -1644327.704565505 523097.5045573, -1645327.704565505 523097.5045573, -1645327.704565506 524097.5045572996))"
176,9_15,9,15,1000000.0,"POLYGON ((-1647327.704565505 524097.5045572995, -1646327.704565505 524097.5045572997, -1646327.704565505 523097.5045573005, -1647327.704565505 523097.5045572997, -1647327.704565505 524097.5045572995))"
177,10_15,10,15,1000000.0,"POLYGON ((-1646327.704565505 524097.5045572997, -1645327.704565506 524097.5045572996, -1645327.704565505 523097.5045573, -1646327.704565505 523097.5045573005, -1646327.704565505 524097.5045572997))"
178,15_15,15,15,1000000.0,"POLYGON ((-1641327.704565506 524097.5045573001, -1640327.704565506 524097.5045573009, -1640327.704565505 523097.5045573, -1641327.704565505 523097.5045573, -1641327.704565506 524097.5045573001))"
179,6_17,6,17,1000000.0,"POLYGON ((-1650327.704565505 522097.5045573002, -1649327.704565505 522097.5045573006, -1649327.704565504 521097.5045573001, -1650327.704565506 521097.5045573009, -1650327.704565505 522097.5045573002))"
180,1_17,1,17,1000000.0,"POLYGON ((-1655327.704565506 522097.5045573021, -1654327.704565506 522097.5045572999, -1654327.704565506 521097.5045573001, -1655327.704565504 521097.5045573009, -1655327.704565506 522097.5045573021))"
181,2_17,2,17,1000000.0,"POLYGON ((-1654327.704565506 522097.5045572999, -1653327.704565505 522097.5045573004, -1653327.704565504 521097.5045573003, -1654327.704565506 521097.5045573001, -1654327.704565506 522097.5045572999))"
182,1_23,1,23,1000000.0,"POLYGON ((-1655327.704565504 516097.5045573003, -1654327.704565505 516097.5045573001, -1654327.704565505 515097.5045573009, -1655327.704565505 515097.5045573006, -1655327.704565504 516097.5045573003))"
183,2_23,2,23,1000000.0,"POLYGON ((-1654327.704565505 516097.5045573001, -1653327.704565504 516097.5045573003, -1653327.704565505 515097.5045572999, -1654327.704565505 515097.5045573009, -1654327.704565505 516097.5045573001))"
184,3_23,3,23,1000000.0,"POLYGON ((-1653327.704565504 516097.5045573003, -1652327.704565504 516097.5045573002, -1652327.704565505 515097.5045573012, -1653327.704565505 515097.5045572999, -1653327.704565504 516097.5045573003))"
185,12_23,12,23,1000000.0,"POLYGON ((-1644327.704565505 516097.5045573008, -1643327.704565504 516097.5045573003, -1643327.704565505 515097.5045573, -1644327.704565505 515097.5045573002, -1644327.704565505 516097.5045573008))"
186,11_23,11,23,1000000.0,"POLYGON ((-1645327.704565505 516097.5045573005, -1644327.704565505 516097.5045573008, -1644327.704565505 515097.5045573002, -1645327.704565506 515097.5045573009, -1645327.704565505 516097.5045573005))"
187,13_23,13,23,1000000.0,"POLYGON ((-1643327.704565504 516097.5045573003, -1642327.704565505 516097.5045572996, -1642327.704565505 515097.5045573005, -1643327.704565505 515097.5045573, -1643327.704565504 516097.5045573003))"
188,5_23,5,23,1000000.0,"POLYGON ((-1651327.704565505 516097.5045573011, -1650327.704565505 516097.5045573022, -1650327.704565504 515097.5045573011, -1651327.704565505 515097.5045573007, -1651327.704565505 516097.5045573011))"
189,6_23,6,23,1000000.0,"POLYGON ((-1650327.704565505 516097.5045573022, -1649327.704565505 516097.5045573013, -1649327.704565505 515097.5045572995, -1650327.704565504 515097.5045573011, -1650327.704565505 516097.5045573022))"
190,7_23,7,23,1000000.0,"POLYGON ((-1649327.704565505 516097.5045573013, -1648327.704565506 516097.5045573005, -1648327.704565506 515097.5045572985, -1649327.704565505 515097.5045572995, -1649327.704565505 516097.5045573013))"
191,8_23,8,23,1000000.0,"POLYGON ((-1648327.704565506 516097.5045573005, -1647327.704565505 516097.5045573008, -1647327.704565505 515097.5045573004, -1648327.704565506 515097.5045572985, -1648327.704565506 516097.5045573005))"
192,9_23,9,23,1000000.0,"POLYGON ((-1647327.704565505 516097.5045573008, -1646327.704565505 516097.5045573008, -1646327.704565505 515097.5045573002, -1647327.704565505 515097.5045573004, -1647327.704565505 516097.5045573008))"
193,10_23,10,23,1000000.0,"POLYGON ((-1646327.704565505 516097.5045573008, -1645327.704565505 516097.5045573005, -1645327.704565506 515097.5045573009, -1646327.704565505 515097.5045573002, -1646327.704565505 516097.5045573008))"
194,4_23,4,23,1000000.0,"POLYGON ((-1652327.704565504 516097.5045573002, -1651327.704565505 516097.5045573011, -1651327.704565505 515097.5045573007, -1652327.704565505 515097.5045573012, -1652327.704565504 516097.5045573002))"
195,15_10,15,10,1000000.0,"POLYGON ((-1641327.704565505 529097.5045573007, -1640327.704565504 529097.5045573004, -1640327.704565506 528097.5045573, -1641327.704565505 528097.5045573006, -1641327.704565505 529097.5045573007))"
196,5_10,5,10,1000000.0,"POLYGON ((-1651327.704565505 529097.5045573011, -1650327.704565505 529097.5045573011, -1650327.704565505 528097.5045572999, -1651327.704565507 528097.5045573005, -1651327.704565505 529097.5045573011))"
197,6_10,6,10,1000000.0,"POLYGON ((-1650327.704565505 529097.5045573011, -1649327.704565505 529097.5045573008, -1649327.704565505 528097.5045572999, -1650327.704565505 528097.5045572999, -1650327.704565505 529097.5045573011))"
198,14_10,14,10,1000000.0,"POLYGON ((-1642327.704565505 529097.5045573012, -1641327.704565505 529097.5045573007, -1641327.704565505 528097.5045573006, -1642327.704565505 528097.5045573005, -1642327.704565505 529097.5045573012))"
199,8_10,8,10,1000000.0,"POLYGON ((-1648327.704565505 529097.5045573004, -1647327.704565505 529097.5045573005, -1647327.704565504 528097.5045573004, -1648327.704565504 528097.5045573002, -1648327.704565505 529097.5045573004))"
200,11_10,11,10,1000000.0,"POLYGON ((-1645327.704565504 529097.5045572994, -1644327.704565505 529097.5045572993, -1644327.704565504 528097.5045573011, -1645327.704565505 528097.5045573014, -1645327.704565504 529097.5045572994))"
201,7_10,7,10,1000000.0,"POLYGON ((-1649327.704565505 529097.5045573008, -1648327.704565505 529097.5045573004, -1648327.704565504 528097.5045573002, -1649327.704565505 528097.5045572999, -1649327.704565505 529097.5045573008))"
202,13_10,13,10,1000000.0,"POLYGON ((-1643327.704565506 529097.5045573008, -1642327.704565505 529097.5045573012, -1642327.704565505 528097.5045573005, -1643327.704565505 528097.5045572995, -1643327.704565506 529097.5045573008))"
203,16_10,16,10,1000000.0,"POLYGON ((-1640327.704565504 529097.5045573004, -1639327.704565504 529097.5045573008, -1639327.704565505 528097.5045572999, -1640327.704565506 528097.5045573, -1640327.704565504 529097.5045573004))"
204,12_10,12,10,1000000.0,"POLYGON ((-1644327.704565505 529097.5045572993, -1643327.704565506 529097.5045573008, -1643327.704565505 528097.5045572995, -1644327.704565504 528097.5045573011, -1644327.704565505 529097.5045572993))"
205,9_10,9,10,1000000.0,"POLYGON ((-1647327.704565505 529097.5045573005, -1646327.704565505 529097.5045572993, -1646327.704565505 528097.5045573006, -1647327.704565504 528097.5045573004, -1647327.704565505 529097.5045573005))"
206,10_10,10,10,1000000.0,"POLYGON ((-1646327.704565505 529097.5045572993, -1645327.704565504 529097.5045572994, -1645327.704565505 528097.5045573014, -1646327.704565505 528097.5045573006, -1646327.704565505 529097.5045572993))"
207,4_10,4,10,1000000.0,"POLYGON ((-1652327.704565506 529097.5045572999, -1651327.704565505 529097.5045573011, -1651327.704565507 528097.5045573005, -1652327.704565505 528097.5045573001, -1652327.704565506 529097.5045572999))"
208,15_11,15,11,1000000.0,"POLYGON ((-1641327.704565505 528097.5045573006, -1640327.704565506 528097.5045573, -1640327.704565505 527097.5045572997, -1641327.704565505 527097.5045573006, -1641327.704565505 528097.5045573006))"
209,16_11,16,11,1000000.0,"POLYGON ((-1640327.704565506 528097.5045573, -1639327.704565505 528097.5045572999, -1639327.704565506 527097.5045573004, -1640327.704565505 527097.5045572997, -1640327.704565506 528097.5045573))"
210,3_11,3,11,1000000.0,"POLYGON ((-1653327.704565504 528097.5045572995, -1652327.704565505 528097.5045573001, -1652327.704565505 527097.5045573012, -1653327.704565505 527097.5045573, -1653327.704565504 528097.5045572995))"
211,4_11,4,11,1000000.0,"POLYGON ((-1652327.704565505 528097.5045573001, -1651327.704565507 528097.5045573005, -1651327.704565506 527097.5045573002, -1652327.704565505 527097.5045573012, -1652327.704565505 528097.5045573001))"
212,18_11,18,11,1000000.0,"POLYGON ((-1638327.704565504 528097.5045573, -1637327.704565505 528097.5045573007, -1637327.704565505 527097.5045572998, -1638327.704565505 527097.5045573012, -1638327.704565504 528097.5045573))"
213,18_10,18,10,1000000.0,"POLYGON ((-1638327.704565505 529097.5045573011, -1637327.704565504 529097.5045573013, -1637327.704565505 528097.5045573007, -1638327.704565504 528097.5045573, -1638327.704565505 529097.5045573011))"
214,6_11,6,11,1000000.0,"POLYGON ((-1650327.704565505 528097.5045572999, -1649327.704565505 528097.5045572999, -1649327.704565505 527097.5045572995, -1650327.704565505 527097.5045573011, -1650327.704565505 528097.5045572999))"
215,10_11,10,11,1000000.0,"POLYGON ((-1646327.704565505 528097.5045573006, -1645327.704565505 528097.5045573014, -1645327.704565504 527097.5045573004, -1646327.704565505 527097.5045572999, -1646327.704565505 528097.5045573006))"
216,11_11,11,11,1000000.0,"POLYGON ((-1645327.704565505 528097.5045573014, -1644327.704565504 528097.5045573011, -1644327.704565504 527097.5045573001, -1645327.704565504 527097.5045573004, -1645327.704565505 528097.5045573014))"
217,9_11,9,11,1000000.0,"POLYGON ((-1647327.704565504 528097.5045573004, -1646327.704565505 528097.5045573006, -1646327.704565505 527097.5045572999, -1647327.704565505 527097.5045572985, -1647327.704565504 528097.5045573004))"
218,7_11,7,11,1000000.0,"POLYGON ((-1649327.704565505 528097.5045572999, -1648327.704565504 528097.5045573002, -1648327.704565504 527097.5045573013, -1649327.704565505 527097.5045572995, -1649327.704565505 528097.5045572999))"
219,13_11,13,11,1000000.0,"POLYGON ((-1643327.704565505 528097.5045572995, -1642327.704565505 528097.5045573005, -1642327.704565505 527097.5045573014, -1643327.704565506 527097.5045573018, -1643327.704565505 528097.5045572995))"
220,14_11,14,11,1000000.0,"POLYGON ((-1642327.704565505 528097.5045573005, -1641327.704565505 528097.5045573006, -1641327.704565505 527097.5045573006, -1642327.704565505 527097.5045573014, -1642327.704565505 528097.5045573005))"
221,12_11,12,11,1000000.0,"POLYGON ((-1644327.704565504 528097.5045573011, -1643327.704565505 528097.5045572995, -1643327.704565506 527097.5045573018, -1644327.704565504 527097.5045573001, -1644327.704565504 528097.5045573011))"
222,8_11,8,11,1000000.0,"POLYGON ((-1648327.704565504 528097.5045573002, -1647327.704565504 528097.5045573004, -1647327.704565505 527097.5045572985, -1648327.704565504 527097.5045573013, -1648327.704565504 528097.5045573002))"
223,3_10,3,10,1000000.0,"POLYGON ((-1653327.704565504 529097.5045573008, -1652327.704565506 529097.5045572999, -1652327.704565505 528097.5045573001, -1653327.704565504 528097.5045572995, -1653327.704565504 529097.5045573008))"
224,17_11,17,11,1000000.0,"POLYGON ((-1639327.704565505 528097.5045572999, -1638327.704565504 528097.5045573, -1638327.704565505 527097.5045573012, -1639327.704565506 527097.5045573004, -1639327.704565505 528097.5045572999))"
225,17_10,17,10,1000000.0,"POLYGON ((-1639327.704565504 529097.5045573008, -1638327.704565505 529097.5045573011, -1638327.704565504 528097.5045573, -1639327.704565505 528097.5045572999, -1639327.704565504 529097.5045573008))"
226,5_11,5,11,1000000.0,"POLYGON ((-1651327.704565507 528097.5045573005, -1650327.704565505 528097.5045572999, -1650327.704565505 527097.5045573011, -1651327.704565506 527097.5045573002, -1651327.704565507 528097.5045573005))"
227,3_8,3,8,1000000.0,"POLYGON ((-1653327.704565504 531097.5045573004, -1652327.704565505 531097.5045573014, -1652327.704565505 530097.5045572999, -1653327.704565506 530097.5045573006, -1653327.704565504 531097.5045573004))"
228,3_7,3,7,1000000.0,"POLYGON ((-1653327.704565505 532097.5045573005, -1652327.704565504 532097.5045572998, -1652327.704565505 531097.5045573014, -1653327.704565504 531097.5045573004, -1653327.704565505 532097.5045573005))"
229,15_8,15,8,1000000.0,"POLYGON ((-1641327.704565504 531097.5045572986, -1640327.704565504 531097.5045573, -1640327.704565506 530097.5045573019, -1641327.704565504 530097.5045572999, -1641327.704565504 531097.5045572986))"
230,15_7,15,7,1000000.0,"POLYGON ((-1641327.704565505 532097.5045572994, -1640327.704565506 532097.5045572999, -1640327.704565504 531097.5045573, -1641327.704565504 531097.5045572986, -1641327.704565505 532097.5045572994))"
231,5_7,5,7,1000000.0,"POLYGON ((-1651327.704565505 532097.5045573008, -1650327.704565505 532097.5045573001, -1650327.704565505 531097.5045573013, -1651327.704565506 531097.5045573002, -1651327.704565505 532097.5045573008))"
232,12_8,12,8,1000000.0,"POLYGON ((-1644327.704565504 531097.5045573007, -1643327.704565505 531097.5045573004, -1643327.704565505 530097.5045573002, -1644327.704565505 530097.5045573005, -1644327.704565504 531097.5045573007))"
233,12_7,12,7,1000000.0,"POLYGON ((-1644327.704565504 532097.5045573013, -1643327.704565505 532097.5045572998, -1643327.704565505 531097.5045573004, -1644327.704565504 531097.5045573007, -1644327.704565504 532097.5045573013))"
234,8_8,8,8,1000000.0,"POLYGON ((-1648327.704565505 531097.5045572997, -1647327.704565505 531097.5045572997, -1647327.704565505 530097.5045573004, -1648327.704565505 530097.5045572998, -1648327.704565505 531097.5045572997))"
235,8_7,8,7,1000000.0,"POLYGON ((-1648327.704565506 532097.5045573007, -1647327.704565505 532097.5045573013, -1647327.704565505 531097.5045572997, -1648327.704565505 531097.5045572997, -1648327.704565506 532097.5045573007))"
236,6_8,6,8,1000000.0,"POLYGON ((-1650327.704565505 531097.5045573013, -1649327.704565505 531097.5045572995, -1649327.704565505 530097.5045573009, -1650327.704565504 530097.5045572994, -1650327.704565505 531097.5045573013))"
237,6_7,6,7,1000000.0,"POLYGON ((-1650327.704565505 532097.5045573001, -1649327.704565505 532097.5045573006, -1649327.704565505 531097.5045572995, -1650327.704565505 531097.5045573013, -1650327.704565505 532097.5045573001))"
238,5_8,5,8,1000000.0,"POLYGON ((-1651327.704565506 531097.5045573002, -1650327.704565505 531097.5045573013, -1650327.704565504 530097.5045572994, -1651327.704565505 530097.5045573014, -1651327.704565506 531097.5045573002))"
239,14_8,14,8,1000000.0,"POLYGON ((-1642327.704565506 531097.5045573007, -1641327.704565504 531097.5045572986, -1641327.704565504 530097.5045572999, -1642327.704565505 530097.5045573006, -1642327.704565506 531097.5045573007))"
240,14_7,14,7,1000000.0,"POLYGON ((-1642327.704565505 532097.5045573009, -1641327.704565505 532097.5045572994, -1641327.704565504 531097.5045572986, -1642327.704565506 531097.5045573007, -1642327.704565505 532097.5045573009))"
241,11_8,11,8,1000000.0,"POLYGON ((-1645327.704565505 531097.5045573011, -1644327.704565504 531097.5045573007, -1644327.704565505 530097.5045573005, -1645327.704565506 530097.5045573006, -1645327.704565505 531097.5045573011))"
242,11_7,11,7,1000000.0,"POLYGON ((-1645327.704565505 532097.5045572995, -1644327.704565504 532097.5045573013, -1644327.704565504 531097.5045573007, -1645327.704565505 531097.5045573011, -1645327.704565505 532097.5045572995))"
243,10_8,10,8,1000000.0,"POLYGON ((-1646327.704565505 531097.5045573007, -1645327.704565505 531097.5045573011, -1645327.704565506 530097.5045573006, -1646327.704565505 530097.5045573002, -1646327.704565505 531097.5045573007))"
244,10_7,10,7,1000000.0,"POLYGON ((-1646327.704565505 532097.5045573001, -1645327.704565505 532097.5045572995, -1645327.704565505 531097.5045573011, -1646327.704565505 531097.5045573007, -1646327.704565505 532097.5045573001))"
245,9_8,9,8,1000000.0,"POLYGON ((-1647327.704565505 531097.5045572997, -1646327.704565505 531097.5045573007, -1646327.704565505 530097.5045573002, -1647327.704565505 530097.5045573004, -1647327.704565505 531097.5045572997))"
246,9_7,9,7,1000000.0,"POLYGON ((-1647327.704565505 532097.5045573013, -1646327.704565505 532097.5045573001, -1646327.704565505 531097.5045573007, -1647327.704565505 531097.5045572997, -1647327.704565505 532097.5045573013))"
247,4_8,4,8,1000000.0,"POLYGON ((-1652327.704565505 531097.5045573014, -1651327.704565506 531097.5045573002, -1651327.704565505 530097.5045573014, -1652327.704565505 530097.5045572999, -1652327.704565505 531097.5045573014))"
248,4_7,4,7,1000000.0,"POLYGON ((-1652327.704565504 532097.5045572998, -1651327.704565505 532097.5045573008, -1651327.704565506 531097.5045573002, -1652327.704565505 531097.5045573014, -1652327.704565504 532097.5045572998))"
249,17_8,17,8,1000000.0,"POLYGON ((-1639327.704565506 531097.5045573001, -1638327.704565505 531097.5045573007, -1638327.704565506 530097.5045572995, -1639327.704565505 530097.5045573012, -1639327.704565506 531097.5045573001))"
250,17_7,17,7,1000000.0,"POLYGON ((-1639327.704565505 532097.5045573008, -1638327.704565506 532097.5045573005, -1638327.704565505 531097.5045573007, -1639327.704565506 531097.5045573001, -1639327.704565505 532097.5045573008))"
